age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount
56,Female,Married,Bachelor's,13170.57,1097.55,Employed,0.213,713,6360.98
37,Male,Married,Bachelor's,20472.49,1706.04,Employed,0.294,679,11332.61
44,Female,Married,Bachelor's,38566.98,3213.92,Retired,0.254,727,9021.33
41,Male,Single,Bachelor's,53712.74,4476.06,Unemployed,0.426,631,24922.66
22,Female,Married,Master's,18767.23,1563.94,Employed,0.085,698,14671.13
51,Female,Single,Master's,12843.56,1070.3,Employed,0.112,732,21268.39
64,Female,Married,Master's,67371.99,5614.33,Employed,0.072,712,17528.55
53,Male,Married,Master's,36445.24,3037.1,Self-employed,0.055,781,18305.05
50,Female,Single,Master's,36746.13,3062.18,Employed,0.225,817,22820.36
32,Male,Married,Bachelor's,32857.95,2738.16,Employed,0.119,724,6398.37
64,Male,Married,Master's,14263.18,1188.6,Retired,0.098,625,9104.06
32,Female,Married,Bachelor's,65471.58,5455.96,Employed,0.251,569,11916.2
71,Female,Married,Bachelor's,74988.99,6249.08,Employed,0.069,739,26983.39
69,Male,Married,Master's,56436.95,4703.08,Unemployed,0.146,570,13254.16
72,Female,Single,High School,17044.05,1420.34,Employed,0.033,665,15256.63
44,Female,Married,Master's,26765.99,2230.5,Self-employed,0.309,651,26243.78
44,Male,Married,Other,10938.71,911.56,Retired,0.23,649,15922.56
31,Female,Married,High School,60669.72,5055.81,Retired,0.046,643,30372.68
33,Female,Single,Bachelor's,106061.74,8838.48,Employed,0.09,633,9380.49
47,Male,Single,High School,22148.5,1845.71,Employed,0.239,779,1537.34
28,Female,Single,Master's,88451.87,7370.99,Employed,0.032,738,10059.28
30,Female,Single,Bachelor's,42237.67,3519.81,Employed,0.218,643,16663.09
28,Female,Single,Bachelor's,24695.73,2057.98,Self-employed,0.23,679,16763.38
40,Male,Married,High School,15864.67,1322.06,Employed,0.176,615,500
28,Female,Married,Master's,18107.21,1508.93,Unemployed,0.048,593,13673.7
29,Male,Married,High School,31573.84,2631.15,Employed,0.199,692,21410.59
27,Male,Married,Bachelor's,30402.88,2533.57,Employed,0.029,714,36113.52
34,Male,Single,Bachelor's,16501.82,1375.15,Employed,0.123,703,500
48,Female,Married,Bachelor's,74172.92,6181.08,Self-employed,0.546,595,12998.09
22,Female,Divorced,High School,76446.17,6370.51,Employed,0.421,682,2838.93
63,Male,Married,Master's,16150.56,1345.88,Self-employed,0.357,608,13666.56
28,Male,Single,Master's,51449.94,4287.5,Employed,0.046,633,9074.16
33,Male,Married,Bachelor's,52259.78,4354.98,Unemployed,0.065,605,13254.55
41,Male,Single,Bachelor's,83585.45,6965.45,Employed,0.08,709,23858.9
67,Female,Single,Bachelor's,12974.46,1081.2,Employed,0.151,650,28033.19
48,Female,Single,Other,24462.97,2038.58,Employed,0.124,738,10130.6
55,Female,Married,Master's,16617.34,1384.78,Self-employed,0.12,689,22621.73
43,Female,Married,Bachelor's,35346.14,2945.51,Employed,0.079,776,500
66,Female,Single,Other,30566.57,2547.21,Retired,0.335,484,8174.48
35,Male,Married,Bachelor's,22137.87,1844.82,Employed,0.393,697,2644.54
22,Male,Married,Bachelor's,293811.69,24484.31,Employed,0.115,791,29712.73
71,Female,Single,Bachelor's,18567.75,1547.31,Employed,0.11,724,29846.04
32,Female,Married,Other,25219.62,2101.63,Unemployed,0.151,779,8826.73
72,Female,Single,Bachelor's,69249.67,5770.81,Employed,0.01,630,14490.44
56,Female,Married,Bachelor's,33534.71,2794.56,Employed,0.13,690,7883.34
23,Female,Single,High School,35100.38,2925.03,Employed,0.206,672,19393.64
25,Male,Married,High School,46476.43,3873.04,Self-employed,0.026,622,9748.3
23,Male,Single,Bachelor's,76130.01,6344.17,Employed,0.268,571,4967.15
67,Female,Single,High School,47861.28,3988.44,Employed,0.122,718,7740.52
39,Female,Single,High School,17809.73,1484.14,Retired,0.206,628,16423.84
22,Male,Married,Other,25761.69,2146.81,Employed,0.133,734,4692.89
64,Female,Married,Other,56984.81,4748.73,Unemployed,0.054,713,21777.3
57,Female,Single,Bachelor's,26851.33,2237.61,Employed,0.148,766,500
74,Male,Single,Master's,52533.81,4377.82,Employed,0.259,746,12602.39
37,Male,Married,Master's,49640.1,4136.68,Employed,0.14,625,16815.6
34,Female,Married,Bachelor's,19194.37,1599.53,Employed,0.281,699,12030.56
48,Female,Married,High School,43855.35,3654.61,Employed,0.249,624,18482.25
47,Male,Married,High School,29270.9,2439.24,Employed,0.171,683,25957.45
74,Female,Married,High School,15071.8,1255.98,Employed,0.114,662,17038.19
30,Female,Single,Master's,20846.22,1737.19,Employed,0.403,662,11074.72
23,Female,Married,Bachelor's,36213.94,3017.83,Employed,0.112,615,16374.27
56,Male,Married,Bachelor's,26239.61,2186.63,Unemployed,0.185,707,18527.86
58,Other,Single,Bachelor's,45911.22,3825.94,Employed,0.093,733,27670.65
45,Male,Single,Bachelor's,24897.37,2074.78,Employed,0.288,681,17870.19
42,Female,Married,High School,122587.19,10215.6,Employed,0.28,727,9688.96
68,Female,Married,Bachelor's,25379.91,2114.99,Employed,0.251,697,6699.13
59,Male,Married,Master's,62632.61,5219.38,Employed,0.035,701,500
67,Male,Single,Master's,26867.38,2238.95,Self-employed,0.289,727,24303.77
50,Female,Single,High School,54683.95,4557,Employed,0.112,743,18011.01
41,Female,Single,High School,26826.89,2235.57,Employed,0.157,673,12659.38
50,Female,Divorced,Master's,183716.35,15309.7,Employed,0.092,688,27617.24
48,Male,Divorced,Bachelor's,20690.32,1724.19,Employed,0.102,729,16548.65
51,Male,Single,Bachelor's,31238.84,2603.24,Employed,0.227,792,23014.33
72,Male,Single,Bachelor's,55946.46,4662.2,Employed,0.393,759,11117.32
46,Female,Single,Bachelor's,19326.52,1610.54,Employed,0.057,708,25059.42
63,Female,Single,High School,65143.44,5428.62,Self-employed,0.157,720,9354.38
42,Female,Single,Other,169112.52,14092.71,Employed,0.304,707,27785.8
41,Male,Single,High School,19849.79,1654.15,Unemployed,0.225,713,12026.8
21,Female,Married,High School,40206.18,3350.52,Self-employed,0.125,710,47514.64
57,Male,Married,High School,39936.1,3328.01,Employed,0.051,703,20938.12
33,Female,Single,Other,17246.53,1437.21,Employed,0.318,688,10047.03
41,Male,Married,High School,20766.34,1730.53,Self-employed,0.256,717,500
66,Male,Married,Master's,8820.54,735.04,Employed,0.164,696,11998.08
29,Female,Single,High School,33118.43,2759.87,Employed,0.174,664,28153.67
37,Male,Married,High School,40577.98,3381.5,Employed,0.274,660,17728.17
67,Female,Single,Master's,42594.15,3549.51,Employed,0.105,742,31641.58
41,Female,Single,Master's,57140.21,4761.68,Unemployed,0.12,666,27985.88
51,Female,Single,Master's,71476.04,5956.34,Employed,0.466,647,27968.16
59,Other,Divorced,High School,34423.81,2868.65,Employed,0.06,643,2802.4
74,Male,Married,Master's,30562.43,2546.87,Retired,0.282,643,1395.86
42,Male,Single,High School,52365.48,4363.79,Employed,0.116,576,21406.7
32,Female,Married,Bachelor's,123901.71,10325.14,Employed,0.183,573,17965.79
75,Female,Single,Bachelor's,13983.2,1165.27,Self-employed,0.154,634,22084.78
26,Male,Divorced,High School,16330.15,1360.85,Employed,0.147,615,500
73,Female,Married,Bachelor's,18437.65,1536.47,Employed,0.056,759,10439.05
36,Male,Married,Bachelor's,17586.46,1465.54,Student,0.093,693,17302.8
46,Male,Married,Other,11652.96,971.08,Employed,0.369,579,16781.97
25,Male,Married,Bachelor's,32621.65,2718.47,Employed,0.149,635,13439.49
29,Male,Married,Bachelor's,13417.08,1118.09,Self-employed,0.03,729,500
66,Male,Married,Master's,51210.88,4267.57,Employed,0.02,631,17383.13
60,Male,Single,Bachelor's,78403.34,6533.61,Retired,0.173,692,16931.94
34,Male,Single,Bachelor's,19194.91,1599.58,Unemployed,0.203,550,4047.33
64,Male,Single,High School,29057.06,2421.42,Employed,0.093,700,22607.96
62,Male,Single,Bachelor's,37331.83,3110.99,Employed,0.448,561,15423.32
50,Female,Single,Bachelor's,79958.33,6663.19,Unemployed,0.084,690,7686.61
72,Male,Single,Master's,32186.94,2682.24,Retired,0.04,648,27585.19
72,Male,Single,High School,23399.22,1949.94,Employed,0.162,623,29984.19
46,Male,Married,Master's,56668.54,4722.38,Student,0.046,686,15088.71
73,Male,Married,PhD,21285.55,1773.8,Employed,0.373,604,9604.71
65,Male,Single,High School,24117.91,2009.83,Unemployed,0.207,613,26838.65
49,Male,Single,Master's,47826.46,3985.54,Employed,0.046,703,8286.49
39,Female,Single,High School,44949.84,3745.82,Employed,0.265,717,22890.57
67,Female,Married,Bachelor's,20288.56,1690.71,Employed,0.109,577,3645.36
28,Female,Married,Master's,46197.63,3849.8,Student,0.089,660,15537.37
43,Female,Widowed,Bachelor's,19615.9,1634.66,Employed,0.17,822,8026.12
73,Male,Married,High School,20645.48,1720.46,Employed,0.202,666,5685.34
62,Male,Married,Bachelor's,21994.26,1832.85,Employed,0.045,728,5000.9
55,Female,Single,Master's,32759.81,2729.98,Employed,0.318,670,5830.31
51,Male,Married,High School,41910.49,3492.54,Employed,0.281,610,16966.42
73,Female,Widowed,High School,28365.4,2363.78,Employed,0.125,638,25157.3
55,Male,Single,Master's,57439.3,4786.61,Employed,0.198,606,24521.8
52,Female,Married,High School,40466.12,3372.18,Employed,0.166,786,500
25,Female,Single,Bachelor's,39987.43,3332.29,Self-employed,0.115,675,500
36,Female,Single,High School,47505.21,3958.77,Employed,0.334,670,9464.42
37,Male,Married,High School,70949.18,5912.43,Student,0.35,563,42512.96
52,Male,Married,Bachelor's,48610.5,4050.88,Employed,0.068,753,14889.72
58,Female,Married,Bachelor's,73308.97,6109.08,Employed,0.105,755,10751.95
52,Female,Married,High School,57980.08,4831.67,Employed,0.114,712,32346.56
72,Male,Married,Bachelor's,34305.52,2858.79,Employed,0.074,590,25583.86
40,Female,Married,Bachelor's,29197.67,2433.14,Self-employed,0.105,513,19887.02
68,Female,Widowed,Bachelor's,74233.57,6186.13,Employed,0.114,580,28014.02
22,Female,Divorced,Master's,54424.45,4535.37,Self-employed,0.082,693,20986.07
40,Female,Married,Master's,25701.73,2141.81,Employed,0.157,688,16857.68
67,Male,Married,High School,22978.29,1914.86,Employed,0.144,739,18109.25
38,Female,Single,High School,35033.6,2919.47,Employed,0.158,756,15945.25
21,Female,Single,Bachelor's,64800.37,5400.03,Unemployed,0.326,542,15940.25
49,Female,Single,Master's,19168.5,1597.38,Employed,0.072,675,19297.96
49,Female,Single,High School,23346.67,1945.56,Employed,0.326,751,4273.47
39,Female,Single,Master's,31749.45,2645.79,Unemployed,0.129,666,19178.11
64,Female,Single,High School,44610.94,3717.58,Employed,0.237,850,4298.67
60,Male,Single,High School,7954.34,662.86,Student,0.054,561,13676.77
26,Female,Married,PhD,23920.35,1993.36,Employed,0.202,656,3710.78
64,Female,Single,High School,26453.23,2204.44,Self-employed,0.237,737,32280.07
59,Male,Married,Bachelor's,21278.95,1773.25,Employed,0.121,706,16572.69
70,Male,Single,Bachelor's,45281.02,3773.42,Employed,0.146,664,22955.78
74,Female,Married,High School,16265.38,1355.45,Unemployed,0.23,647,23353.74
66,Female,Married,Bachelor's,40985.72,3415.48,Retired,0.215,571,21673.62
28,Female,Single,Other,13612.03,1134.34,Unemployed,0.198,675,32573.13
44,Male,Widowed,Bachelor's,26054.06,2171.17,Unemployed,0.116,714,17999.31
40,Other,Married,Bachelor's,19303.79,1608.65,Employed,0.36,645,20626.12
74,Male,Single,Master's,26991.63,2249.3,Employed,0.084,705,18928.07
34,Male,Single,High School,36789.04,3065.75,Employed,0.201,682,17309.39
25,Male,Married,Bachelor's,41701.01,3475.08,Employed,0.018,747,14040.82
61,Female,Married,Bachelor's,28078.05,2339.84,Employed,0.302,578,7632.96
60,Male,Single,Bachelor's,46106.97,3842.25,Student,0.083,724,4342.06
54,Male,Divorced,Master's,63126.27,5260.52,Employed,0.053,673,18323.84
36,Female,Married,High School,14705.35,1225.45,Employed,0.136,659,7468.19
65,Male,Married,Bachelor's,36321.11,3026.76,Retired,0.218,613,19652.19
27,Female,Married,Master's,16380.95,1365.08,Employed,0.222,667,30714.43
36,Female,Married,High School,42073.79,3506.15,Self-employed,0.398,693,10008.56
27,Female,Single,High School,9670.24,805.85,Employed,0.14,586,4128.12
47,Male,Married,Bachelor's,15192.18,1266.02,Employed,0.433,715,11748.79
34,Female,Married,Master's,38521.31,3210.11,Retired,0.239,699,18343.19
34,Male,Single,High School,30983.48,2581.96,Employed,0.11,608,20569.97
64,Female,Single,Bachelor's,72223.95,6018.66,Employed,0.114,655,7947.72
53,Female,Single,Master's,67063.09,5588.59,Self-employed,0.346,584,10060.03
53,Male,Single,High School,46307.2,3858.93,Employed,0.255,615,7269.11
64,Male,Single,Bachelor's,55662.02,4638.5,Employed,0.107,684,28601.26
40,Male,Married,High School,12760.43,1063.37,Retired,0.173,779,1762.96
73,Male,Married,Bachelor's,45384.75,3782.06,Employed,0.305,824,19323.49
67,Female,Single,Bachelor's,20774.57,1731.21,Employed,0.117,648,11098.42
56,Female,Married,Bachelor's,60207.38,5017.28,Self-employed,0.14,793,18741.38
27,Male,Married,High School,22537.1,1878.09,Employed,0.09,537,10322.99
52,Female,Single,Bachelor's,56928.63,4744.05,Employed,0.127,688,3205.82
68,Female,Single,High School,54885.69,4573.81,Employed,0.129,633,19758.77
23,Female,Single,High School,38060.33,3171.69,Employed,0.078,653,10424.48
59,Male,Married,High School,18735.08,1561.26,Employed,0.185,652,20803.71
49,Female,Single,High School,18056.49,1504.71,Employed,0.085,689,18594.16
44,Female,Single,Other,73580.35,6131.7,Employed,0.178,619,34196.17
42,Female,Single,Master's,61770.68,5147.56,Employed,0.257,698,500
26,Male,Divorced,Other,20236.62,1686.38,Employed,0.139,680,16581.72
68,Male,Married,High School,17023.89,1418.66,Employed,0.121,656,25122.48
44,Female,Married,Bachelor's,23187.45,1932.29,Employed,0.155,601,32725.84
60,Female,Divorced,High School,122285.71,10190.48,Employed,0.384,609,7944.12
43,Female,Single,High School,68490.07,5707.51,Unemployed,0.159,668,5038.56
74,Male,Married,Bachelor's,49403.81,4116.98,Retired,0.045,553,500
58,Female,Single,Bachelor's,25302.04,2108.5,Employed,0.135,738,4294.2
30,Male,Single,High School,83411.45,6950.95,Employed,0.24,764,19990.78
36,Male,Married,Bachelor's,39600.04,3300,Retired,0.155,713,30387.37
31,Female,Married,High School,12588.35,1049.03,Self-employed,0.057,666,23484.44
52,Male,Single,Bachelor's,9483.2,790.27,Unemployed,0.261,660,33817.54
65,Male,Single,Bachelor's,89136.55,7428.05,Employed,0.109,740,27473.65
26,Female,Single,Bachelor's,20435.16,1702.93,Employed,0.053,685,500
44,Female,Married,Bachelor's,12890.44,1074.2,Employed,0.178,648,11873.04
53,Male,Single,Bachelor's,86769.57,7230.8,Employed,0.135,771,13609.58
73,Female,Married,Bachelor's,90627.89,7552.32,Employed,0.195,587,22973.44
71,Male,Married,Bachelor's,46388.63,3865.72,Unemployed,0.395,652,8499.34
32,Male,Single,Bachelor's,9160.76,763.4,Employed,0.11,689,7182.46
47,Male,Married,Bachelor's,18166.46,1513.87,Self-employed,0.053,700,10673.65
58,Male,Single,Master's,26021.59,2168.47,Unemployed,0.209,602,16638.54
38,Other,Married,High School,93294.91,7774.58,Employed,0.278,735,16451.94
65,Male,Married,Master's,49105.52,4092.13,Employed,0.295,507,7582.51
59,Female,Single,Bachelor's,20436.46,1703.04,Employed,0.135,848,14470.86
75,Female,Single,Master's,62054.2,5171.18,Self-employed,0.158,672,9286.2
33,Other,Divorced,PhD,28595.49,2382.96,Employed,0.154,712,20401.64
73,Male,Single,PhD,15458.1,1288.18,Self-employed,0.099,717,500
60,Female,Married,Bachelor's,47686.74,3973.9,Retired,0.205,697,10232.62
50,Female,Single,High School,84430.54,7035.88,Employed,0.071,749,22054.62
73,Male,Married,Bachelor's,21052.8,1754.4,Self-employed,0.151,648,7973.62
69,Male,Married,High School,23811.23,1984.27,Employed,0.353,620,19740.08
61,Male,Married,Master's,21973.16,1831.1,Employed,0.198,650,25671.25
72,Female,Single,Master's,25963.3,2163.61,Employed,0.339,595,22848.38
33,Female,Married,Master's,34625.8,2885.48,Employed,0.063,834,22249.44
54,Male,Single,Bachelor's,35156.59,2929.72,Student,0.11,683,10842.68
56,Female,Single,Bachelor's,37073.76,3089.48,Employed,0.043,715,11885.65
50,Male,Married,High School,21209.69,1767.47,Retired,0.067,684,19594.44
45,Female,Married,Bachelor's,62901.86,5241.82,Self-employed,0.138,760,4359.35
22,Male,Single,Bachelor's,8975.45,747.95,Unemployed,0.138,647,9004.26
56,Female,Married,Bachelor's,19437.31,1619.78,Unemployed,0.245,636,14305.24
38,Male,Married,Master's,21810.66,1817.56,Employed,0.366,535,13810.16
25,Male,Single,Master's,21699.36,1808.28,Employed,0.061,843,25568.68
39,Female,Married,Bachelor's,33863.35,2821.95,Employed,0.141,640,20947.92
62,Male,Divorced,Bachelor's,42675.65,3556.3,Employed,0.165,718,14912.08
38,Female,Married,Bachelor's,25743.59,2145.3,Self-employed,0.226,644,20396.89
52,Female,Married,Bachelor's,23458.77,1954.9,Employed,0.096,805,9742.81
41,Male,Single,High School,18907.28,1575.61,Employed,0.283,736,9099.58
30,Female,Married,Bachelor's,70730.31,5894.19,Employed,0.058,808,9827.11
57,Male,Married,Bachelor's,30083.63,2506.97,Employed,0.099,686,15827.16
69,Male,Married,Other,17624.25,1468.69,Employed,0.203,756,6585.76
42,Male,Married,Bachelor's,31297.76,2608.15,Self-employed,0.183,675,6277.03
33,Other,Single,Other,20718.59,1726.55,Self-employed,0.285,747,10153.3
75,Male,Single,High School,29606.59,2467.22,Employed,0.242,780,35628.55
37,Female,Single,Bachelor's,64999.77,5416.65,Employed,0.419,679,1462.99
29,Other,Married,Other,88084.26,7340.36,Employed,0.326,696,27376.84
44,Male,Married,Bachelor's,37923.44,3160.29,Employed,0.123,629,17933.11
64,Female,Single,Bachelor's,24903.28,2075.27,Retired,0.082,715,17768.02
34,Female,Single,Bachelor's,36802.27,3066.86,Employed,0.232,724,17900.59
66,Male,Married,Master's,42637.67,3553.14,Employed,0.266,545,16270.76
28,Male,Single,Other,32335.85,2694.65,Unemployed,0.12,730,12665.77
75,Male,Single,Bachelor's,52689.15,4390.76,Self-employed,0.079,760,9553.41
57,Female,Single,Master's,55906.7,4658.89,Unemployed,0.092,533,4352.78
39,Female,Married,Other,10527.58,877.3,Employed,0.203,850,9797.15
48,Male,Married,High School,54207.24,4517.27,Employed,0.378,625,16114.66
66,Male,Single,Bachelor's,68563.61,5713.63,Unemployed,0.195,644,19214.54
61,Female,Married,Other,77362.39,6446.87,Employed,0.212,776,1106.56
50,Male,Divorced,Bachelor's,37592.66,3132.72,Self-employed,0.199,521,14687.41
27,Female,Single,Bachelor's,139087.62,11590.64,Employed,0.116,752,25660.08
46,Male,Married,Bachelor's,28012.44,2334.37,Unemployed,0.133,752,14502.92
60,Female,Married,High School,13802.88,1150.24,Employed,0.078,712,17984.01
66,Female,Divorced,Master's,14750.39,1229.2,Unemployed,0.083,713,16690.39
74,Male,Married,Bachelor's,37738.78,3144.9,Employed,0.067,685,17512.77
66,Male,Married,Bachelor's,55372.43,4614.37,Unemployed,0.229,665,20479.14
31,Female,Married,Bachelor's,24583.15,2048.6,Self-employed,0.021,693,6092.32
34,Male,Single,Bachelor's,122536.85,10211.4,Employed,0.133,664,16336.25
41,Male,Married,Bachelor's,17831.56,1485.96,Unemployed,0.219,587,9431.83
28,Female,Married,Bachelor's,6000,500,Employed,0.118,529,7896.67
23,Male,Single,Bachelor's,122364.17,10197.01,Employed,0.076,669,21749.26
48,Male,Single,Bachelor's,16674.05,1389.5,Employed,0.207,491,8728.73
49,Female,Single,High School,20720.01,1726.67,Employed,0.018,689,12481.49
43,Female,Single,Master's,52430.42,4369.2,Employed,0.227,721,7266.41
38,Male,Married,Bachelor's,31105.12,2592.09,Self-employed,0.259,615,18719.55
55,Female,Divorced,High School,32709.4,2725.78,Employed,0.058,640,25067.35
33,Female,Single,Master's,29505.73,2458.81,Employed,0.147,780,15472.52
32,Female,Single,High School,21518.7,1793.22,Unemployed,0.216,590,5284.17
67,Male,Widowed,Bachelor's,58460.78,4871.73,Self-employed,0.131,767,999.69
70,Male,Married,Master's,27064.83,2255.4,Retired,0.172,650,8949.92
25,Female,Married,High School,64591.02,5382.58,Employed,0.347,658,20043.17
59,Female,Single,High School,37424.9,3118.74,Employed,0.146,596,14730.2
31,Female,Married,High School,19815.95,1651.33,Employed,0.152,768,11032
31,Male,Married,Other,25801.08,2150.09,Employed,0.118,738,3669.15
67,Female,Single,Master's,36622.1,3051.84,Self-employed,0.338,627,15943.57
62,Female,Single,Bachelor's,23621.99,1968.5,Employed,0.277,625,14390.35
67,Male,Single,Bachelor's,47173.62,3931.14,Employed,0.072,533,16197.55
51,Male,Single,Bachelor's,43769.95,3647.5,Employed,0.257,724,17755.95
51,Female,Widowed,Bachelor's,15424.27,1285.36,Employed,0.24,693,9411.59
33,Female,Single,High School,50468.05,4205.67,Self-employed,0.036,547,22558.2
34,Male,Married,High School,55156.37,4596.36,Employed,0.182,683,8942.2
69,Female,Married,Master's,28559.06,2379.92,Self-employed,0.369,768,500
65,Female,Single,PhD,19143.67,1595.31,Employed,0.119,721,5816.85
62,Female,Married,High School,44020.83,3668.4,Employed,0.221,588,7702.93
45,Female,Single,High School,26425.11,2202.09,Employed,0.224,704,17812.02
53,Female,Single,High School,12282.75,1023.56,Unemployed,0.472,773,12115.65
53,Male,Divorced,Bachelor's,31380.72,2615.06,Employed,0.33,770,9331.78
35,Male,Single,High School,50231.97,4186,Employed,0.206,613,16879.21
36,Female,Single,High School,22493.43,1874.45,Self-employed,0.042,588,26428.04
64,Male,Married,Bachelor's,14408.89,1200.74,Employed,0.267,684,1930.25
58,Female,Married,High School,29301.79,2441.82,Employed,0.045,675,17833.21
26,Female,Married,High School,38349.34,3195.78,Self-employed,0.144,628,13297.68
64,Male,Married,Bachelor's,53941.77,4495.15,Self-employed,0.145,544,6192.37
45,Female,Single,Bachelor's,80575.01,6714.58,Employed,0.113,750,500
35,Female,Married,Master's,21322,1776.83,Employed,0.078,607,30081.55
24,Male,Married,Bachelor's,30780.5,2565.04,Employed,0.223,587,21926.99
24,Male,Single,High School,36271.79,3022.65,Student,0.085,782,33886.48
50,Female,Married,Bachelor's,30728.47,2560.71,Self-employed,0.195,635,10628.91
54,Male,Single,Master's,12928.33,1077.36,Employed,0.055,637,16212.41
47,Female,Single,High School,32024.63,2668.72,Employed,0.155,586,7895.61
51,Male,Single,High School,95873.59,7989.47,Employed,0.26,726,17209.29
52,Male,Married,High School,22538.71,1878.23,Student,0.046,683,17798.45
64,Male,Divorced,Other,29467.75,2455.65,Employed,0.126,776,16169.55
59,Female,Married,Other,206990.67,17249.22,Self-employed,0.136,702,23045.1
72,Male,Married,Bachelor's,56335.83,4694.65,Employed,0.234,634,4746.07
29,Male,Single,High School,23593.94,1966.16,Self-employed,0.022,583,10181.87
61,Female,Single,Master's,18148.37,1512.36,Employed,0.093,697,23171.56
28,Male,Widowed,Bachelor's,24959.89,2079.99,Self-employed,0.037,606,3504.3
34,Male,Married,Master's,12840.12,1070.01,Retired,0.164,629,10448.59
53,Male,Single,Master's,25286.17,2107.18,Employed,0.065,734,34448.28
43,Male,Married,Bachelor's,69204.54,5767.04,Retired,0.037,736,13660.1
41,Female,Single,PhD,56779.85,4731.65,Employed,0.153,653,6912.81
75,Male,Married,PhD,26923.43,2243.62,Unemployed,0.142,830,45058.11
32,Male,Married,Bachelor's,50297.02,4191.42,Employed,0.176,697,10699.65
22,Female,Married,Bachelor's,51300.53,4275.04,Employed,0.071,557,8762.79
33,Female,Single,Bachelor's,49038.91,4086.58,Self-employed,0.298,654,47865.22
24,Female,Single,Bachelor's,43808.82,3650.74,Employed,0.355,552,16650.62
40,Female,Single,Bachelor's,22163.11,1846.93,Employed,0.156,658,27014.27
70,Female,Married,Bachelor's,49935.84,4161.32,Self-employed,0.212,657,16026.45
71,Female,Married,Bachelor's,26913.83,2242.82,Employed,0.202,497,15412.32
68,Female,Divorced,Bachelor's,33166.18,2763.85,Retired,0.111,754,22130.6
34,Female,Married,Other,55397.43,4616.45,Employed,0.142,774,6411.68
50,Female,Single,High School,78277.45,6523.12,Employed,0.186,802,12710.42
49,Male,Married,Bachelor's,26689.96,2224.16,Employed,0.276,645,500
28,Female,Married,Master's,42876.83,3573.07,Employed,0.217,660,19311.45
32,Female,Single,High School,27368.68,2280.72,Unemployed,0.212,750,27566.66
61,Female,Single,Other,11012.58,917.72,Retired,0.093,751,18486.37
58,Male,Widowed,Bachelor's,77660.55,6471.71,Employed,0.205,651,34248.49
46,Male,Married,PhD,46983.76,3915.31,Employed,0.118,767,16349.69
70,Male,Married,Master's,20891.73,1740.98,Employed,0.07,770,12643.69
22,Female,Married,Master's,45002.51,3750.21,Self-employed,0.159,747,17948.86
75,Male,Single,High School,66534.64,5544.55,Retired,0.059,694,12150.5
60,Male,Married,Bachelor's,23262.19,1938.52,Employed,0.35,663,18209.55
34,Male,Married,High School,36554.57,3046.21,Unemployed,0.055,627,13614.61
26,Male,Single,Master's,41045.25,3420.44,Student,0.108,664,500
62,Female,Single,Bachelor's,17863.31,1488.61,Employed,0.277,675,500
60,Female,Married,High School,25222.7,2101.89,Employed,0.074,732,18515.98
51,Male,Single,Bachelor's,40893.35,3407.78,Employed,0.131,645,15470.22
37,Female,Married,High School,39461.67,3288.47,Self-employed,0.162,791,26879.34
45,Male,Single,Master's,37049.91,3087.49,Unemployed,0.191,723,12261.29
52,Male,Married,Bachelor's,74613.71,6217.81,Employed,0.136,660,12587.2
32,Female,Married,High School,72961.29,6080.11,Employed,0.146,721,15165.98
69,Female,Single,Bachelor's,43686.81,3640.57,Employed,0.267,819,19843.06
33,Female,Single,High School,20319.8,1693.32,Self-employed,0.087,696,26946.9
39,Male,Single,High School,51917.21,4326.43,Employed,0.071,723,16732.7
64,Female,Single,High School,18562.47,1546.87,Employed,0.096,750,6407.64
68,Male,Married,Other,21229.41,1769.12,Self-employed,0.136,685,8307.78
45,Male,Single,Bachelor's,26296.74,2191.4,Employed,0.13,705,20912.08
51,Male,Married,Bachelor's,23792.06,1982.67,Employed,0.404,592,3504.18
57,Female,Married,Bachelor's,44774.41,3731.2,Unemployed,0.145,639,17267.61
45,Male,Single,Bachelor's,48362.91,4030.24,Employed,0.214,661,6374.83
36,Male,Married,High School,17677.88,1473.16,Employed,0.215,603,5593.73
58,Female,Married,High School,50443.28,4203.61,Self-employed,0.179,468,18118.23
63,Male,Single,High School,36123.8,3010.32,Employed,0.098,768,12781.1
69,Male,Married,High School,14011.77,1167.65,Employed,0.469,691,500
43,Male,Single,Bachelor's,136507.71,11375.64,Employed,0.131,779,13298.78
34,Male,Single,High School,32475.66,2706.3,Self-employed,0.046,561,6438.03
26,Female,Single,Bachelor's,26504.34,2208.7,Employed,0.082,706,9303.8
45,Female,Single,High School,23379.74,1948.31,Unemployed,0.129,752,2512.08
43,Male,Married,Bachelor's,22594.29,1882.86,Employed,0.09,778,15817.34
63,Male,Married,Master's,42038.28,3503.19,Unemployed,0.027,570,20001.49
32,Female,Single,High School,20498.13,1708.18,Employed,0.044,509,6113.14
33,Female,Married,High School,33188.94,2765.75,Self-employed,0.272,728,22304.63
56,Female,Married,Bachelor's,18461.8,1538.48,Retired,0.192,752,15332.64
59,Male,Single,High School,74794.04,6232.84,Employed,0.053,673,22272.32
54,Male,Married,High School,39896.64,3324.72,Employed,0.1,751,16617.3
26,Female,Single,High School,23556.06,1963,Employed,0.133,793,16884.45
58,Female,Divorced,PhD,9645.02,803.75,Employed,0.423,687,18673.35
